Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2017-10-23,AMGN,Amgen Inc,6.17,9.82,17.35,25.99,35.235,47.13,55.62,60.615,64.495,67.6,143.9474334716797,146.41127352753668,143.8198529218406,146.1162541519408,2571200.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-10-24,AMGN,Amgen Inc,6.085,9.775,17.405,25.855,34.81,46.825,55.39,60.435,64.355,67.485,143.8198699951172,144.75278006390613,141.3161591993688,144.52952015855934,3449800.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-10-25,AMGN,Amgen Inc,6.185,10.255,17.385,25.93,35.3,47.365,55.97,61.01,64.93,68.05,141.53146362304688,143.55675358011217,140.78194293943298,142.8072450632518,4052500.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-10-26,AMGN,Amgen Inc,6.625,10.62,18.42,26.63,36.245,48.42,57.1,62.17,66.085,69.21,140.75003051757812,141.48360046557846,135.296077324334,136.2449379400713,5998500.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-10-27,AMGN,Amgen Inc,6.12,10.36,17.6,26.11,35.685,47.735,56.315,61.37,65.3,68.445,139.76129150390625,140.67825084503815,138.17454036423584,139.8171125565973,3478600.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-10-30,AMGN,Amgen Inc,6.355,9.995,17.8,26.45,35.74,47.585,56.035,61.01,64.895,68.005,139.2111358642578,140.97330753135418,138.40580631810684,139.93673667816532,2550800.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-10-31,AMGN,Amgen Inc,6.2,9.905,17.76,26.22,35.27,47.4,56.04,61.11,65.065,68.225,139.71347045898438,140.48691091070077,138.86028911186847,138.86028911186847,2906600.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-01,AMGN,Amgen Inc,6.17,9.725,16.86,25.04,34.535,46.245,54.59,59.52,63.39,66.5,139.87294006347656,141.37995051899887,139.31479029601505,139.77726072241242,2734900.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-02,AMGN,Amgen Inc,6.135,9.75,16.85,25.495,34.83,46.69,55.135,60.095,63.96,67.06,137.4728546142578,139.84101503039045,136.55588322019761,139.35462489385395,4029300.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-03,AMGN,Amgen Inc,6.135,9.62,16.715,25.61,35.005,46.69,55.01,59.93,63.775,66.855,138.29417419433594,138.7646138574917,136.82703414309458,137.22571429832882,2433100.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-06,AMGN,Amgen Inc,6.155,9.67,16.775,25.615,35.01,46.695,55.025,59.945,63.79,66.875,136.1891326904297,138.2064531430287,136.10142257654485,137.83169285340736,2692000.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-07,AMGN,Amgen Inc,5.825,9.895,17.39,25.755,34.705,46.74,55.315,60.385,64.335,67.5,138.32601928710938,139.33866996622888,136.03759981678905,136.03759981678905,3097100.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-08,AMGN,Amgen Inc,6.15,9.735,17.4,25.895,35.335,47.115,55.505,60.44,64.3,67.405,138.40577697753906,139.25894601552386,138.08682561592062,138.74066678217565,2003400.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-09,AMGN,Amgen Inc,6.58,10.86,18.06,26.345,36.07,48.01,56.515,61.51,65.4,68.51,138.7406768798828,138.92406632194172,136.59577596304808,137.74397661494112,2005100.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-10,AMGN,Amgen Inc,6.16,10.36,17.46,25.91,35.585,47.505,55.99,60.995,64.9,68.03,137.4250030517578,138.32601159269518,136.50006251703172,138.06288132850165,1927400.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-13,AMGN,Amgen Inc,6.135,10.525,17.62,25.92,35.975,47.85,56.3,61.265,65.125,68.22,136.74728393554688,137.89548465113208,136.42834469977407,136.81107421605182,2119800.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-14,AMGN,Amgen Inc,6.395,10.575,18.005,26.43,36.445,48.145,56.47,61.365,65.18,68.24,135.65489196777344,136.7393023044476,134.2036905931687,136.26088132745133,2604700.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-15,AMGN,Amgen Inc,6.68,10.795,18.315,27.15,36.95,48.9,57.405,62.385,66.25,69.345,135.056884765625,135.96587497558014,134.21965405906715,135.7027446297047,3150600.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-16,AMGN,Amgen Inc,6.48,10.855,18.045,26.205,35.985,48.07,56.665,61.7,65.61,68.745,137.09603881835938,137.4010986704548,135.4743571575174,135.60280985835956,3131000.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-17,AMGN,Amgen Inc,6.44,10.48,17.99,26.195,35.485,47.525,56.085,61.11,65.025,68.16,136.47787475585938,137.35293583637105,136.10857629302396,137.01575667461216,2039700.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-20,AMGN,Amgen Inc,6.53,10.43,18.375,26.705,35.805,47.93,56.545,61.59,65.515,68.65,135.5064239501953,136.65444971677937,134.99262554939466,136.39754439141896,2012300.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-21,AMGN,Amgen Inc,6.245,9.88,17.055,24.775,33.625,45.66,54.21,59.26,63.205,66.375,136.34942626953125,136.87126080381347,135.5867582193452,135.9560566936053,2629600.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-22,AMGN,Amgen Inc,6.085,9.585,16.165,24.175,33.635,45.09,53.235,58.105,61.93,65.02,136.44573974609375,137.06389529102555,135.93996498212988,136.36545375977764,1533000.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-24,AMGN,Amgen Inc,6.16,9.33,15.665,23.625,33.04,44.5,52.645,57.505,61.32,64.39,136.5741424560547,137.08794077678368,136.06838008169098,136.076403778138,999800.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-27,AMGN,Amgen Inc,6.23,10.05,17.095,24.315,33.275,45.485,54.155,59.25,63.22,66.395,136.24505615234375,137.48940336543723,136.12462715596726,136.92743813211703,2150100.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-28,AMGN,Amgen Inc,5.93,9.755,16.515,24.2,33.56,45.37,53.755,58.71,62.59,65.7,136.6865692138672,137.00770089983274,136.02023474665012,136.93545086421096,2658700.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-29,AMGN,Amgen Inc,5.835,9.565,16.595,24.105,33.42,45.425,53.94,58.97,62.89,66.035,138.26812744140625,139.68910626267746,136.95151796432967,137.28067339607958,3244500.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-11-30,AMGN,Amgen Inc,5.76,9.545,16.39,23.9,32.52,44.255,52.58,57.5,61.345,64.435,141.02174377441406,141.34286318466897,138.58922810446842,138.58922810446842,3819400.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-12-01,AMGN,Amgen Inc,6.045,9.925,17.16,24.83,33.5,45.795,54.52,59.655,63.65,66.84,142.25807189941406,142.7879299695903,139.7292227689049,139.8175324472676,3389900.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-12-04,AMGN,Amgen Inc,6.215,9.175,15.885,23.275,32.75,44.35,52.59,57.48,61.32,64.42,143.45431518554688,145.100080364909,143.02882628916535,143.26967206540067,4417100.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-12-05,AMGN,Amgen Inc,5.975,9.225,15.855,23.055,31.63,43.71,52.275,57.37,61.36,64.565,143.438232421875,145.09202103566713,142.8521838524072,143.71118520766294,3589400.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-12-06,AMGN,Amgen Inc,5.995,9.17,16.165,23.395,32.45,44.465,52.985,58.025,61.975,65.15,141.47134399414062,144.0885032331647,140.23500829386052,144.06441988510028,2519700.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-12-07,AMGN,Amgen Inc,6.095,9.1,16.0,23.215,32.16,44.405,53.095,58.185,62.155,65.33,139.65695190429688,142.04932431136666,139.23145097207788,141.0377750101168,3102100.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
2017-12-08,AMGN,Amgen Inc,6.03,8.545,15.545,22.605,31.11,42.9,51.26,56.24,60.14,63.275,140.8210906982422,141.27066293097204,139.23151598261578,140.03432704104037,3336300.0,5810.0,4786.0,2698.0,3216.0,2151.0,2629.0,39227.0,79587.0,35062.0,31722.0,2326.0,518.0,185.0,-729.0,1295.0,2.5,2.91,738.0,82.38,55.35,46.44,43.75,15.38,37.02,7.6,26.43,10.54,14.24,5810.0,2698.0,3216.0,2151.0,2.91,730.7,44.05,52.5,110.53,8.4,244.65,1.0,0.0,126657.79,35062.0,39227.0,122492.79,0.3,42.1,12.52,2.51,31.37,0.84,26.43,0.61,16.23,6.2,5.82,0.51,6.94,52.7,4.69,77.98,1.46,250.52,225.25
